student_id,course_code,session,mid1,mid2,assignment,final,total_marks,grade
202223_182,EC204,2022-23,14.4,9.3,6.1,36.2,41.0,D
202223_183,EC204,2022-23,5.6,9.3,7.0,41.4,37.5,D
202223_184,EC204,2022-23,22.5,23.1,10.0,56.3,71.6,AB
202223_185,EC204,2022-23,17.0,20.9,4.4,50.5,57.6,C
202223_186,EC204,2022-23,16.0,23.5,10.0,53.7,61.6,BC
202223_187,EC204,2022-23,19.9,23.9,5.8,57.8,60.6,BC
202223_188,EC204,2022-23,19.0,23.7,6.6,52.7,61.0,BC
202223_189,EC204,2022-23,18.7,14.9,7.0,60.9,57.9,C
202223_190,EC204,2022-23,17.6,14.8,6.5,50.9,53.4,C
202223_191,EC204,2022-23,8.5,19.3,5.0,29.4,41.3,D
202223_192,EC204,2022-23,23.1,25.5,9.0,54.5,67.5,BC
202223_193,EC204,2022-23,16.6,22.4,10.0,36.5,54.1,C
202223_194,EC204,2022-23,20.2,20.7,4.8,45.9,55.1,C
202223_195,EC204,2022-23,22.3,22.7,9.1,60.3,71.3,AB
202223_196,EC204,2022-23,16.5,23.8,6.8,41.7,48.9,CD
202223_197,EC204,2022-23,11.5,13.1,7.3,31.9,38.2,D
202223_198,EC204,2022-23,18.7,17.8,7.2,51.6,57.8,C
202223_199,EC204,2022-23,22.9,18.1,6.5,57.1,65.4,BC
202223_200,EC204,2022-23,17.0,14.0,7.7,51.5,52.9,C
202223_001,ME210,2022-23,15.8,23.5,4.5,69.3,66.5,BC
202223_002,ME210,2022-23,23.4,30.0,6.2,67.4,77.0,AB
202223_003,ME210,2022-23,22.3,25.8,8.2,73.7,77.6,AB
202223_004,ME210,2022-23,23.2,22.9,10.0,91.2,86.1,A
202223_005,ME210,2022-23,14.9,17.2,8.4,45.1,53.5,CD
202223_006,ME210,2022-23,17.4,10.8,6.4,49.6,43.7,D
202223_007,ME210,2022-23,24.7,26.1,9.6,69.0,79.6,AB
202223_008,ME210,2022-23,15.8,20.3,6.5,78.5,70.1,BC
202223_009,ME210,2022-23,23.2,23.7,9.4,69.3,74.8,AB
202223_010,ME210,2022-23,30.0,26.1,8.4,86.3,94.1,A
202223_011,ME210,2022-23,22.4,19.5,8.1,72.4,70.6,BC
202223_012,ME210,2022-23,16.6,18.2,8.8,51.0,56.5,CD
202223_013,ME210,2022-23,22.3,30.0,5.2,84.4,87.3,A
202223_014,ME210,2022-23,15.0,14.1,5.2,64.5,54.7,CD
202223_015,ME210,2022-23,16.2,22.2,5.8,54.3,57.2,CD
202223_016,ME210,2022-23,22.4,23.4,8.5,78.4,77.9,AB
202223_017,ME210,2022-23,12.9,18.1,6.1,34.2,46.0,D
202223_018,ME210,2022-23,21.5,22.7,4.3,58.3,63.5,C
202223_019,ME210,2022-23,18.3,18.5,7.5,45.4,51.5,CD
202223_020,ME210,2022-23,21.3,8.1,7.6,58.2,55.0,CD
202223_021,ME210,2022-23,30.0,27.8,10.0,72.5,83.2,A
202223_022,ME210,2022-23,19.5,20.4,8.6,60.3,65.2,C
202223_023,ME210,2022-23,22.3,21.7,7.4,79.0,77.3,AB
202223_024,ME210,2022-23,18.1,7.5,9.2,51.1,52.9,CD
202223_025,ME210,2022-23,19.4,17.8,5.3,58.6,55.0,CD
202223_026,ME210,2022-23,19.6,29.8,8.8,57.4,73.0,BC
202223_027,ME210,2022-23,22.0,22.2,6.5,44.6,58.9,C
202223_028,ME210,2022-23,22.6,19.8,9.7,73.2,78.1,AB
202223_029,ME210,2022-23,15.5,21.5,7.6,62.1,64.5,C
202223_030,ME210,2022-23,18.9,19.2,6.5,62.0,65.6,BC
202223_031,ME210,2022-23,18.3,10.3,2.9,50.1,48.1,D
202223_032,ME210,2022-23,29.2,22.9,7.4,57.4,74.2,AB
202223_033,ME210,2022-23,21.3,27.1,8.6,51.4,67.9,BC
202223_034,ME210,2022-23,16.9,15.0,6.2,70.0,62.2,C
202223_035,ME210,2022-23,30.0,25.6,10.0,64.4,84.9,A
202223_036,ME210,2022-23,21.5,16.4,7.7,56.7,63.5,C
202223_037,ME210,2022-23,18.5,26.0,9.1,65.6,73.0,BC
202223_038,ME210,2022-23,17.6,21.4,5.3,34.5,45.4,D
202223_039,ME210,2022-23,10.8,24.6,4.0,50.6,49.7,CD
202223_040,ME210,2022-23,24.2,21.9,8.0,76.4,77.7,AB
202223_041,ME210,2022-23,28.6,22.9,10.0,64.9,77.1,AB
202223_042,ME210,2022-23,20.1,14.5,8.5,91.6,75.9,AB
202223_043,ME210,2022-23,17.8,27.2,5.5,46.4,59.1,C
202223_044,ME210,2022-23,18.5,16.1,8.1,73.6,72.0,BC
202223_045,ME210,2022-23,9.1,14.8,6.7,43.6,46.2,D
202223_046,ME210,2022-23,14.5,13.1,4.9,62.6,51.7,CD
202223_047,ME210,2022-23,16.7,15.8,9.7,60.8,61.6,C
202223_048,ME210,2022-23,17.8,19.4,8.0,60.5,61.0,C
202223_049,ME210,2022-23,24.9,21.9,8.7,74.1,76.0,AB
202223_050,ME210,2022-23,18.5,13.3,7.3,30.9,43.0,D
202223_051,ME210,2022-23,16.0,17.3,6.4,65.6,60.2,C
202223_052,ME210,2022-23,26.6,24.3,7.5,65.6,71.0,BC
202223_053,ME210,2022-23,23.8,17.1,6.3,71.5,69.0,BC
202223_054,ME210,2022-23,28.4,25.1,8.0,81.6,83.1,A
202223_055,ME210,2022-23,19.0,26.5,10.0,67.8,67.0,BC
202223_056,ME210,2022-23,26.2,20.6,7.2,69.0,78.0,AB
202223_057,ME210,2022-23,15.7,16.9,6.4,51.5,56.6,CD
202223_058,ME210,2022-23,21.6,17.5,7.3,49.6,57.2,CD
202223_059,ME210,2022-23,23.1,27.3,6.2,78.3,79.0,AB
202223_060,ME210,2022-23,27.4,25.7,7.6,87.3,83.7,A
202223_061,ME210,2022-23,12.8,15.3,9.7,52.1,58.7,C
202223_062,ME210,2022-23,16.4,21.9,7.5,60.7,68.1,BC
202223_063,ME210,2022-23,13.3,7.2,6.3,31.1,36.0,F
202223_064,ME210,2022-23,11.0,17.9,6.3,60.1,58.2,C
202223_065,ME210,2022-23,24.7,24.5,6.6,74.1,76.9,AB
202223_066,ME210,2022-23,17.9,21.6,9.8,87.3,76.5,AB
202223_067,ME210,2022-23,26.4,19.4,10.0,59.2,69.1,BC
202223_068,ME210,2022-23,16.9,17.7,9.8,60.5,63.5,C
202223_069,ME210,2022-23,23.1,23.2,8.4,65.4,70.9,BC
202223_070,ME210,2022-23,20.9,23.9,8.1,63.8,69.3,BC
202223_071,ME210,2022-23,21.7,21.3,6.4,68.5,69.1,BC
202223_072,ME210,2022-23,25.6,25.1,10.0,59.8,73.5,BC
202223_073,ME210,2022-23,23.4,13.5,7.2,75.2,69.6,BC
202223_074,ME210,2022-23,24.0,23.1,10.0,81.8,79.6,AB
202223_075,ME210,2022-23,5.8,10.5,5.7,28.0,28.8,F
202223_076,ME210,2022-23,16.8,20.1,10.0,84.0,73.4,BC
202223_077,ME210,2022-23,22.5,17.2,9.9,75.2,76.4,AB
202223_078,ME210,2022-23,12.5,15.8,8.9,58.6,51.8,CD
202223_079,ME210,2022-23,21.4,22.2,10.0,63.8,73.8,AB
202223_080,ME210,2022-23,11.9,12.8,6.7,50.1,51.7,CD
202223_081,ME210,2022-23,22.6,10.6,9.6,52.1,57.0,CD
202223_082,ME210,2022-23,21.8,13.8,8.0,67.8,59.1,C
202223_083,ME210,2022-23,27.2,25.3,5.4,58.6,68.8,BC
202223_084,ME210,2022-23,19.4,18.8,6.1,61.7,62.2,C
202223_085,ME210,2022-23,22.7,9.8,6.5,48.4,49.9,CD
202223_086,ME210,2022-23,16.6,13.7,7.0,65.2,58.5,C
202223_087,ME210,2022-23,25.3,21.0,8.5,65.4,75.9,AB
202223_088,ME210,2022-23,16.9,28.4,9.4,64.9,73.7,AB
202223_089,ME210,2022-23,22.1,17.7,6.0,52.6,56.5,CD
202223_090,ME210,2022-23,23.6,22.8,9.6,60.7,66.9,BC
202223_091,ME210,2022-23,16.7,21.1,5.5,76.1,67.9,BC
202223_092,ME210,2022-23,22.2,13.9,10.0,42.9,55.0,CD
202223_093,ME210,2022-23,16.9,20.6,7.4,66.8,67.0,BC
202223_094,ME210,2022-23,20.4,21.8,7.8,66.2,67.6,BC
202223_095,ME210,2022-23,21.1,22.0,7.7,48.2,61.8,C
202223_096,ME210,2022-23,19.7,30.0,9.0,36.8,65.4,C
202223_097,ME210,2022-23,27.3,14.2,9.2,84.7,81.2,AB
202223_098,ME210,2022-23,17.0,29.1,9.1,55.9,67.7,BC
202223_099,ME210,2022-23,24.4,20.7,7.3,53.8,63.7,C
202223_100,ME210,2022-23,25.9,22.0,7.7,74.0,75.7,AB
202223_101,ME210,2022-23,15.6,14.5,6.4,50.7,54.8,CD
202223_102,ME210,2022-23,22.2,16.5,10.0,47.0,57.8,C
202223_103,ME210,2022-23,28.3,18.3,9.2,64.4,72.5,BC
202223_104,ME210,2022-23,22.7,20.3,9.4,47.8,62.1,C
202223_105,ME210,2022-23,20.9,13.6,6.4,71.6,64.0,C
202223_106,ME210,2022-23,26.1,25.2,8.7,76.3,77.6,AB
202223_107,ME210,2022-23,29.9,26.9,7.6,87.5,90.1,A
202223_108,ME210,2022-23,20.2,15.4,8.5,64.6,64.4,C
202223_109,ME210,2022-23,21.1,20.4,9.1,83.9,79.9,AB
202223_110,ME210,2022-23,25.9,25.3,4.6,60.6,67.7,BC
202223_111,ME210,2022-23,10.3,11.8,4.7,34.0,39.5,F
202223_112,ME210,2022-23,28.2,23.7,7.7,70.7,75.4,AB
202223_113,ME210,2022-23,24.1,19.0,7.6,86.6,83.9,A
202223_114,ME210,2022-23,25.3,30.0,8.1,74.8,78.0,AB
202223_115,ME210,2022-23,23.6,24.9,8.1,62.1,72.5,BC
202223_116,ME210,2022-23,13.7,29.3,9.4,68.7,73.6,BC
202223_117,ME210,2022-23,24.0,20.8,8.2,63.9,68.1,BC
202223_118,ME210,2022-23,19.3,19.1,5.1,41.6,52.5,CD
202223_119,ME210,2022-23,22.9,25.1,10.0,83.7,87.0,A
202223_120,ME210,2022-23,23.4,28.2,10.0,90.7,84.2,A
202223_121,ME210,2022-23,30.0,20.2,6.9,70.7,77.0,AB
202223_122,ME210,2022-23,16.5,21.7,6.8,48.1,50.0,CD
202223_123,ME210,2022-23,20.0,22.9,9.8,54.5,63.2,C
202223_124,ME210,2022-23,24.9,19.1,6.7,61.7,71.0,BC
202223_125,ME210,2022-23,28.3,21.2,7.9,73.7,76.3,AB
202223_126,ME210,2022-23,26.1,26.7,10.0,79.4,82.0,A
202223_127,ME210,2022-23,23.0,18.7,3.0,58.7,59.6,C
202223_128,ME210,2022-23,25.1,20.9,9.6,54.7,72.8,BC
202223_129,ME210,2022-23,19.2,28.5,8.6,54.4,63.0,C
202223_130,ME210,2022-23,18.0,24.1,6.3,68.8,66.2,BC
202223_131,ME210,2022-23,19.8,19.2,7.0,58.7,66.1,BC
202223_132,ME210,2022-23,25.6,17.4,6.8,43.5,61.9,C
202223_133,ME210,2022-23,19.1,13.5,4.4,69.7,60.8,C
202223_134,ME210,2022-23,17.7,25.0,9.9,68.8,69.7,BC
202223_135,ME210,2022-23,26.6,22.8,6.8,72.5,81.2,AB
202223_136,ME210,2022-23,23.7,30.0,10.0,60.4,80.0,AB
202223_137,ME210,2022-23,15.1,14.2,8.1,38.8,48.7,D
202223_138,ME210,2022-23,20.2,18.0,6.0,56.6,57.7,C
202223_139,ME210,2022-23,30.0,16.9,10.0,75.2,78.8,AB
202223_140,ME210,2022-23,18.5,14.1,6.1,67.9,61.3,C
202223_141,ME210,2022-23,21.5,24.1,10.0,67.6,75.0,AB
202223_142,ME210,2022-23,27.3,23.2,5.4,71.0,78.1,AB
202223_143,ME210,2022-23,15.5,18.5,6.8,39.9,51.6,CD
202223_144,ME210,2022-23,22.4,19.5,8.6,73.7,70.7,BC
202223_145,ME210,2022-23,11.0,22.0,7.1,52.5,58.8,C
202223_146,ME210,2022-23,22.6,18.6,9.0,85.5,80.0,AB
202223_147,ME210,2022-23,14.6,14.6,6.3,43.5,49.3,D
202223_148,ME210,2022-23,9.1,1.5,5.6,61.7,47.2,D
202223_149,ME210,2022-23,22.6,20.3,8.8,70.1,69.7,BC
202223_150,ME210,2022-23,20.4,14.3,6.6,62.2,60.8,C
202223_151,ME210,2022-23,28.6,26.9,9.7,60.1,75.5,AB
202223_152,ME210,2022-23,30.0,27.3,7.8,67.3,75.7,AB
202223_153,ME210,2022-23,17.9,21.7,4.0,64.3,63.5,C
202223_154,ME210,2022-23,20.5,27.4,8.0,64.0,78.3,AB
202223_155,ME210,2022-23,21.3,17.5,7.2,58.3,57.5,CD
202223_156,ME210,2022-23,14.6,24.0,4.7,50.6,55.6,CD
202223_157,ME210,2022-23,27.8,30.0,7.8,77.6,86.7,A
202223_158,ME210,2022-23,18.8,20.6,8.4,43.3,56.7,CD
202223_159,ME210,2022-23,12.6,22.0,9.3,58.3,61.3,C
202223_160,ME210,2022-23,23.8,16.7,8.9,54.1,59.7,C
202223_161,ME210,2022-23,20.4,14.8,6.5,44.7,52.9,CD
202223_162,ME210,2022-23,22.9,23.0,10.0,57.6,67.5,BC
202223_163,ME210,2022-23,27.8,21.9,9.3,52.9,63.4,C
202223_164,ME210,2022-23,16.0,14.1,6.0,43.5,50.8,CD
202223_165,ME210,2022-23,26.1,29.9,8.3,65.4,80.7,AB
202223_166,ME210,2022-23,24.4,20.1,5.6,83.2,77.1,AB
202223_167,ME210,2022-23,23.7,25.0,6.8,64.2,71.9,BC
202223_168,ME210,2022-23,28.9,24.2,9.5,79.0,87.1,A
202223_169,ME210,2022-23,17.9,12.3,6.3,64.4,59.2,C
202223_170,ME210,2022-23,15.8,18.0,6.5,54.2,58.4,C
202223_171,ME210,2022-23,16.7,9.7,5.9,54.2,49.8,CD
202223_172,ME210,2022-23,15.7,18.4,9.6,45.5,58.4,C
202223_173,ME210,2022-23,22.1,16.9,6.4,81.7,74.0,AB
202223_174,ME210,2022-23,17.5,30.0,9.5,86.6,85.0,A
202223_175,ME210,2022-23,23.4,28.7,7.6,56.0,67.2,BC
202223_176,ME210,2022-23,21.0,22.4,6.1,55.3,63.4,C
202223_177,ME210,2022-23,21.1,27.3,6.2,62.8,67.8,BC
202223_178,ME210,2022-23,25.0,21.9,9.5,64.7,71.6,BC
202223_179,ME210,2022-23,23.2,25.5,8.2,73.7,75.5,AB
202223_180,ME210,2022-23,30.0,28.8,10.0,73.2,83.2,A
202223_181,ME210,2022-23,24.6,22.3,10.0,85.3,89.2,A
202223_182,ME210,2022-23,14.0,22.2,7.7,64.7,67.5,BC
202223_183,ME210,2022-23,8.5,16.8,5.9,47.1,51.1,CD
202223_184,ME210,2022-23,17.4,22.5,10.0,74.0,70.5,BC
202223_185,ME210,2022-23,16.6,11.7,6.9,68.2,60.0,C
202223_186,ME210,2022-23,22.0,19.0,10.0,62.7,65.4,C
202223_187,ME210,2022-23,19.9,22.1,6.5,59.0,62.2,C
202223_188,ME210,2022-23,18.7,23.7,8.7,69.7,69.5,BC
202223_189,ME210,2022-23,17.5,14.6,9.3,67.6,67.6,BC
202223_190,ME210,2022-23,14.9,24.9,8.7,49.0,58.7,C
202223_191,ME210,2022-23,19.7,24.1,7.1,39.1,58.5,C
202223_192,ME210,2022-23,22.3,26.6,9.7,62.8,75.2,AB
202223_193,ME210,2022-23,17.4,19.4,10.0,57.7,69.2,BC
202223_194,ME210,2022-23,15.9,18.6,6.2,58.6,54.8,CD
202223_195,ME210,2022-23,23.1,19.0,6.9,87.8,82.0,A
202223_196,ME210,2022-23,17.9,21.4,5.3,49.3,59.0,C
202223_197,ME210,2022-23,16.6,16.1,8.1,53.1,54.1,CD
202223_198,ME210,2022-23,16.7,18.0,4.7,83.5,72.1,BC
202223_199,ME210,2022-23,19.2,22.0,7.3,84.7,77.9,AB
202223_200,ME210,2022-23,19.9,18.2,8.0,53.8,59.7,C
202223_001,CS305,2022-23,17.3,14.4,5.6,59.8,57.8,BC
202223_002,CS305,2022-23,15.8,11.8,7.0,42.2,49.2,C
202223_003,CS305,2022-23,30.0,16.7,8.3,51.7,63.1,BC
202223_004,CS305,2022-23,25.2,25.3,9.9,58.7,73.8,A
202223_005,CS305,2022-23,17.8,11.3,5.0,45.7,47.0,CD
202223_006,CS305,2022-23,12.6,18.0,8.8,40.1,51.3,C
202223_007,CS305,2022-23,21.5,24.1,4.3,71.6,70.2,AB
202223_008,CS305,2022-23,25.7,13.1,7.4,31.6,48.1,C
202223_009,CS305,2022-23,12.2,20.1,6.5,41.7,50.3,C
202223_010,CS305,2022-23,25.1,29.4,9.6,60.5,78.3,A
202223_011,CS305,2022-23,17.6,13.3,7.8,48.0,50.7,C
202223_012,CS305,2022-23,18.8,20.1,4.2,47.4,53.7,C
202223_013,CS305,2022-23,19.9,16.8,5.2,65.7,59.8,BC
202223_014,CS305,2022-23,14.0,13.4,7.1,20.7,29.4,F
202223_015,CS305,2022-23,14.1,6.7,6.1,37.4,39.1,D
202223_016,CS305,2022-23,20.2,9.9,5.6,56.1,55.3,C
202223_017,CS305,2022-23,9.4,12.0,7.2,59.4,51.7,C
202223_018,CS305,2022-23,17.7,18.2,9.1,48.7,52.5,C
202223_019,CS305,2022-23,18.6,12.7,6.9,46.0,49.9,C
202223_020,CS305,2022-23,16.6,8.7,6.2,23.0,29.0,F
202223_021,CS305,2022-23,22.0,24.8,10.0,49.1,69.1,AB
202223_022,CS305,2022-23,15.3,15.5,6.7,51.2,50.1,C
202223_023,CS305,2022-23,12.0,19.2,4.7,55.2,56.3,BC
202223_024,CS305,2022-23,10.4,11.7,8.2,45.9,48.2,C
202223_025,CS305,2022-23,22.5,12.7,6.6,32.0,43.9,CD
202223_026,CS305,2022-23,16.7,25.1,8.4,62.4,64.6,AB
202223_027,CS305,2022-23,11.0,9.5,4.6,61.7,50.0,C
202223_028,CS305,2022-23,20.4,19.6,8.2,54.9,60.2,BC
202223_029,CS305,2022-23,8.8,19.9,10.0,47.1,53.0,C
202223_030,CS305,2022-23,15.8,20.2,7.2,52.5,56.2,BC
202223_031,CS305,2022-23,16.9,14.1,7.4,28.6,37.9,D
202223_032,CS305,2022-23,22.5,22.1,5.7,81.2,70.5,AB
202223_033,CS305,2022-23,17.2,22.4,5.7,46.0,55.7,BC
202223_034,CS305,2022-23,16.0,7.6,2.9,46.0,40.3,CD
202223_035,CS305,2022-23,26.3,20.0,8.5,51.5,63.7,AB
202223_036,CS305,2022-23,15.9,13.5,7.9,33.0,45.7,CD
202223_037,CS305,2022-23,13.9,20.7,9.9,59.9,65.9,AB
202223_038,CS305,2022-23,12.9,13.7,4.3,33.6,38.1,D
202223_039,CS305,2022-23,11.8,8.7,4.9,53.3,44.3,CD
202223_040,CS305,2022-23,22.0,18.7,6.8,56.2,63.3,BC
202223_041,CS305,2022-23,17.4,16.6,9.0,36.3,46.4,CD
202223_042,CS305,2022-23,17.8,15.4,8.9,61.8,62.5,BC
202223_043,CS305,2022-23,14.8,22.6,3.5,47.2,53.3,C
202223_044,CS305,2022-23,18.4,12.7,7.7,60.0,60.2,BC
202223_045,CS305,2022-23,7.7,18.2,6.5,35.6,36.7,D
202223_046,CS305,2022-23,10.7,18.7,6.8,29.5,39.3,CD
202223_047,CS305,2022-23,16.6,20.4,8.5,48.1,55.0,C
202223_048,CS305,2022-23,21.4,18.4,10.0,79.8,76.7,A
202223_049,CS305,2022-23,25.3,21.3,7.4,66.7,73.1,A
202223_050,CS305,2022-23,10.9,7.0,5.6,38.9,40.8,CD
202223_051,CS305,2022-23,18.5,14.9,6.8,60.3,58.0,BC
202223_052,CS305,2022-23,20.4,20.4,8.3,54.7,61.6,BC
202223_053,CS305,2022-23,21.1,24.7,6.9,57.2,68.9,AB
202223_054,CS305,2022-23,18.9,17.0,9.0,50.1,58.7,BC
202223_055,CS305,2022-23,19.6,17.4,6.7,56.5,62.8,BC
202223_056,CS305,2022-23,21.8,19.6,8.3,67.9,70.6,AB
202223_057,CS305,2022-23,17.4,11.5,8.9,42.0,46.3,CD
202223_058,CS305,2022-23,7.8,18.4,7.2,60.9,51.8,C
202223_059,CS305,2022-23,20.6,16.8,9.0,55.5,57.8,BC
202223_060,CS305,2022-23,30.0,21.6,7.3,54.0,70.4,AB
202223_061,CS305,2022-23,13.4,13.1,9.9,54.4,57.7,BC
202223_062,CS305,2022-23,14.5,14.0,7.9,47.4,55.3,C
202223_063,CS305,2022-23,9.9,9.3,4.6,37.8,38.4,D
202223_064,CS305,2022-23,13.3,11.7,7.1,35.4,44.3,CD
202223_065,CS305,2022-23,25.0,18.7,6.9,56.9,63.0,BC
202223_066,CS305,2022-23,15.8,17.3,7.9,62.8,58.5,BC
202223_067,CS305,2022-23,23.4,21.8,8.4,60.9,71.0,AB
202223_068,CS305,2022-23,21.3,25.9,9.7,34.4,59.4,BC
202223_069,CS305,2022-23,18.0,19.1,5.8,41.9,51.8,C
202223_070,CS305,2022-23,17.3,20.4,8.1,56.7,62.5,BC
202223_071,CS305,2022-23,25.7,15.7,8.6,59.3,66.7,AB
202223_072,CS305,2022-23,24.2,21.3,6.3,53.3,66.5,AB
202223_073,CS305,2022-23,15.6,15.2,4.1,42.8,49.3,C
202223_074,CS305,2022-23,26.7,16.9,10.0,53.8,67.3,AB
202223_075,CS305,2022-23,6.9,5.0,5.7,6.9,19.2,F
202223_076,CS305,2022-23,22.0,26.4,8.4,59.4,71.7,A
202223_077,CS305,2022-23,19.0,22.6,7.7,47.5,58.0,BC
202223_078,CS305,2022-23,15.4,17.2,4.6,37.5,46.9,CD
202223_079,CS305,2022-23,23.0,12.0,9.6,52.3,55.7,BC
202223_080,CS305,2022-23,10.1,10.2,6.1,38.2,41.4,CD
202223_081,CS305,2022-23,13.2,18.8,8.3,71.6,62.5,BC
202223_082,CS305,2022-23,19.0,21.0,6.2,42.4,54.7,C
202223_083,CS305,2022-23,26.7,17.6,10.0,81.8,78.3,A
202223_084,CS305,2022-23,18.7,10.7,4.4,52.6,51.7,C
202223_085,CS305,2022-23,21.2,18.6,8.2,46.3,57.8,BC
202223_086,CS305,2022-23,9.6,15.6,5.7,42.2,39.6,CD
202223_087,CS305,2022-23,30.0,11.5,9.3,54.1,65.1,AB
202223_088,CS305,2022-23,21.2,19.4,7.2,58.8,62.3,BC
202223_089,CS305,2022-23,21.5,17.4,10.0,64.0,70.2,AB
202223_090,CS305,2022-23,18.2,22.3,8.3,59.7,65.1,AB
202223_091,CS305,2022-23,20.1,20.9,6.1,57.0,62.9,BC
202223_092,CS305,2022-23,23.8,22.8,10.0,53.5,65.4,AB
202223_093,CS305,2022-23,19.2,11.5,6.8,29.2,40.4,CD
202223_094,CS305,2022-23,22.4,10.3,7.0,50.7,53.0,C
202223_095,CS305,2022-23,20.6,15.7,10.0,62.4,67.5,AB
202223_096,CS305,2022-23,10.5,16.5,5.1,22.2,38.4,D
202223_097,CS305,2022-23,18.5,26.3,8.0,47.4,59.6,BC
202223_098,CS305,2022-23,20.8,22.4,6.9,56.6,66.6,AB
202223_099,CS305,2022-23,23.0,21.2,6.8,45.4,53.5,C
202223_100,CS305,2022-23,17.5,19.9,6.4,44.7,50.7,C
202223_101,CS305,2022-23,15.7,9.9,4.7,33.1,35.9,D
202223_102,CS305,2022-23,21.1,15.3,7.6,32.7,44.8,CD
202223_103,CS305,2022-23,14.7,25.2,8.2,42.5,52.1,C
202223_104,CS305,2022-23,13.1,12.5,8.6,55.1,54.3,C
202223_105,CS305,2022-23,16.9,24.3,6.9,37.6,52.6,C
202223_106,CS305,2022-23,20.8,18.2,8.0,39.7,54.9,C
202223_107,CS305,2022-23,24.9,30.0,8.6,65.9,79.9,A
202223_108,CS305,2022-23,22.8,11.8,9.2,58.3,62.0,BC
202223_109,CS305,2022-23,21.5,22.2,7.6,54.3,65.6,AB
202223_110,CS305,2022-23,17.6,14.4,7.3,45.9,51.4,C
202223_111,CS305,2022-23,5.5,5.6,7.7,36.2,30.2,F
202223_112,CS305,2022-23,14.9,20.6,6.4,38.7,52.1,C
202223_113,CS305,2022-23,20.8,23.8,9.9,60.7,68.5,AB
202223_114,CS305,2022-23,20.0,23.7,7.1,78.8,73.3,A
202223_115,CS305,2022-23,23.5,13.2,9.4,51.6,59.3,BC
202223_116,CS305,2022-23,18.5,18.7,8.0,64.6,62.8,BC
202223_117,CS305,2022-23,30.0,18.7,7.7,43.2,60.6,BC
202223_118,CS305,2022-23,22.2,16.1,2.9,52.7,55.6,BC
202223_119,CS305,2022-23,21.9,26.2,8.2,64.0,73.1,A
202223_120,CS305,2022-23,20.0,20.0,7.4,54.1,59.0,BC
202223_121,CS305,2022-23,24.8,28.5,6.2,58.5,69.8,AB
202223_122,CS305,2022-23,22.4,17.0,7.0,46.0,58.9,BC
202223_123,CS305,2022-23,15.3,19.8,10.0,72.2,70.7,AB
202223_124,CS305,2022-23,10.0,10.1,7.0,38.4,44.8,CD
202223_125,CS305,2022-23,16.0,17.2,8.1,45.0,55.7,BC
202223_126,CS305,2022-23,25.8,21.7,6.8,75.0,78.8,A
202223_127,CS305,2022-23,18.5,20.8,4.0,42.8,48.1,C
202223_128,CS305,2022-23,21.5,19.4,9.8,59.6,68.9,AB
202223_129,CS305,2022-23,14.9,14.4,6.9,72.3,62.4,BC
202223_130,CS305,2022-23,8.6,18.2,8.9,46.5,48.6,C
202223_131,CS305,2022-23,15.9,15.9,6.2,46.4,51.0,C
202223_132,CS305,2022-23,13.6,23.3,6.4,37.4,52.0,C
202223_133,CS305,2022-23,6.8,18.5,8.1,51.4,51.9,C
202223_134,CS305,2022-23,19.1,21.7,9.1,55.1,61.6,BC
202223_135,CS305,2022-23,19.6,16.9,6.0,53.3,58.9,BC
202223_136,CS305,2022-23,22.8,24.4,8.7,57.4,67.2,AB
202223_137,CS305,2022-23,12.1,19.5,6.1,25.8,40.6,CD
202223_138,CS305,2022-23,15.8,10.9,7.5,53.2,51.1,C
202223_139,CS305,2022-23,20.2,19.8,10.0,39.5,55.9,BC
202223_140,CS305,2022-23,7.6,10.0,6.0,36.7,38.0,D
202223_141,CS305,2022-23,14.7,19.1,9.5,59.9,59.3,BC
202223_142,CS305,2022-23,25.0,27.8,10.0,65.4,82.8,A
202223_143,CS305,2022-23,14.1,10.8,7.0,59.6,48.9,C
202223_144,CS305,2022-23,18.4,7.8,9.5,61.7,56.3,BC
202223_145,CS305,2022-23,14.4,16.4,3.7,45.7,47.9,C
202223_146,CS305,2022-23,20.5,24.8,3.8,59.5,65.2,AB
202223_147,CS305,2022-23,2.9,14.0,7.5,35.8,36.4,D
202223_148,CS305,2022-23,11.6,13.4,6.0,20.0,32.6,D
202223_149,CS305,2022-23,24.0,17.4,7.7,43.9,58.3,BC
202223_150,CS305,2022-23,13.1,13.3,7.8,47.9,48.8,C
202223_151,CS305,2022-23,17.2,21.5,7.9,34.9,54.6,C
202223_152,CS305,2022-23,23.1,18.0,9.6,61.1,69.6,AB
202223_153,CS305,2022-23,21.9,26.4,8.0,47.5,66.2,AB
202223_154,CS305,2022-23,16.9,20.9,7.0,36.5,48.0,C
202223_155,CS305,2022-23,16.4,16.5,9.7,58.3,60.6,BC
202223_156,CS305,2022-23,6.3,11.6,6.3,49.4,42.2,CD
202223_157,CS305,2022-23,24.9,23.6,9.9,69.1,74.3,A
202223_158,CS305,2022-23,27.0,18.1,7.1,51.4,63.7,AB
202223_159,CS305,2022-23,15.5,19.4,5.8,49.7,52.6,C
202223_160,CS305,2022-23,18.8,19.6,8.1,60.7,65.7,AB
202223_161,CS305,2022-23,16.8,12.7,6.9,49.4,48.6,C
202223_162,CS305,2022-23,23.4,30.0,10.0,56.2,78.0,A
