id,user_id,semester,grade,marks,session,subject_name,course_code,credits
0d0eafaa-f4d9-44d9-b6ae-7dba120b3bd6,6c75fb5b-c16f-4985-8d76-ebd924a26503,SEM3,A,67.1,2022-2023 I,PnS,MT211,4.0
c00abd24-6f21-4773-abe0-9f0e794e7c67,cf0c1468-b45a-403e-8170-5cd2aee2478a,SEM3,AB,51.0,2022-2023 I,PnS,MT211,4.0
b12467cd-ccd7-40e4-b1f9-2516a1e9b59e,325e3af7-c18e-4a71-a878-d9604da6741d,SEM3,BC,41.9,2022-2023 I,PnS,MT211,4.0
442311f1-6848-4355-99df-b01d18a7e916,39807fbc-5ec8-4256-8cc1-65ac64614149,SEM3,AB,55.2,2022-2023 I,PnS,MT211,4.0
5e34cb3e-84eb-41e7-8d96-d3dbea6d3c8b,e8bdcf07-63c5-49f3-98f1-ee9a2ec7b2a0,SEM3,B,46.1,2022-2023 I,PnS,MT211,4.0
21d880ba-0b5d-434f-a02c-47cfcbbc4148,7887d36a-e20c-4ff5-b685-78b74e6f032e,SEM3,AB,55.0,2022-2023 I,PnS,MT211,4.0
24304bf8-8915-4bb9-b99c-d462c112c11b,7571fde3-9970-4fad-ac04-81624d65e003,SEM3,A,64.4,2022-2023 I,PnS,MT211,4.0
1838e3f9-9f4d-4931-9801-27318a32c715,3797abea-1d70-47f5-866a-5f56896dc2e4,SEM3,BC,43.8,2022-2023 I,PnS,MT211,4.0
ecaa8f92-9b5d-425b-aa46-19c25fd2edf1,2253ea4a-0041-42d5-ae4c-ad8bf7c760c5,SEM3,AB,53.9,2022-2023 I,PnS,MT211,4.0
a55dd865-b81a-4f38-9db8-e425f31bde9d,f594d5ea-13f6-46c4-a2b7-cb07467d2092,SEM3,AB,53.5,2022-2023 I,PnS,MT211,4.0
597aa98c-0d9a-4e24-a69c-440479acf9d5,1692f9b9-4b82-4280-aec6-524c5c506841,SEM3,A,62.0,2022-2023 I,PnS,MT211,4.0
f244bf33-ba1d-4b74-b703-7e2a6b126bd1,5de30f20-e65f-43a0-8557-435ded1139d7,SEM3,AB,55.0,2022-2023 I,PnS,MT211,4.0
5525a8ad-f679-417e-8992-ae0eba58c204,9a6a39db-a18e-4ea5-a961-a07c13777928,SEM3,B,47.7,2022-2023 I,PnS,MT211,4.0
1a50bc59-8d28-4c2c-94e7-2bf744dc1fb5,b775752c-faca-4100-abe1-674a71c00a90,SEM3,BC,38.9,2022-2023 I,PnS,MT211,4.0
a91257af-c8c4-4684-856d-740951be7c5d,306461b1-1845-45b2-aab6-1a0e548ab96c,SEM3,AB,51.1,2022-2023 I,PnS,MT211,4.0
dad89fd3-3bc5-4b00-8127-98d707a9ed80,54f08016-9933-44b3-80f8-fc6e03f1e556,SEM3,C,33.6,2022-2023 I,PnS,MT211,4.0
d9172c98-17ee-47c1-ba86-90b0a0f2d795,e6027c2b-7d76-4d16-9c1f-f9050986fce9,SEM3,AB,55.8,2022-2023 I,PnS,MT211,4.0
c90abdee-101b-4f6a-b6c3-810ed8f7612b,8d6ee849-6a41-44dc-8ed5-0efa2e095eca,SEM3,B,48.0,2022-2023 I,PnS,MT211,4.0
b09b75d2-23a9-49c0-a7f2-e3ade848f4c2,95085a0c-67fe-456e-b299-a3ef55fdaa7b,SEM3,AB,54.4,2022-2023 I,PnS,MT211,4.0
1d3e0e39-c53a-4bf8-8d64-21b72d89cad7,8c665bdf-3b20-42cd-b51b-eee76cb705ff,SEM3,BC,40.5,2022-2023 I,PnS,MT211,4.0
66028fa4-519f-4933-97db-9a81c34f3995,0c6d2670-5401-4e22-bb61-54d8d1b7e21c,SEM3,C,36.8,2022-2023 I,PnS,MT211,4.0
7e0325ee-f62d-495e-ab13-96362eea887d,12ed051c-e376-40a1-b986-429a77d18aa6,SEM3,C,35.4,2022-2023 I,PnS,MT211,4.0
fda30a1a-2bc0-4d94-a9b4-a0b33d1bbaed,72880a34-875c-4cbe-a353-345b21ea9a7a,SEM3,A,61.6,2022-2023 I,PnS,MT211,4.0
e0664f3c-d059-428e-a5e9-157dda7e7a5f,fb635512-357b-4009-98ed-2afef2e2705a,SEM3,B,44.4,2022-2023 I,PnS,MT211,4.0
a19fcd85-7737-40ca-a61a-fba984140d5c,7869c6f0-dc2b-4c9f-a8f8-ed18cba0cdf2,SEM3,B,44.3,2022-2023 I,PnS,MT211,4.0
0547fe7e-d40e-4672-81c4-d283f97b941e,88bba4b1-42fe-48c6-9a65-f7204309a3f3,SEM3,D,24.0,2022-2023 I,PnS,MT211,4.0
6ddbb3a3-c5dc-4442-ac4c-ad82e8930d12,4e2812c7-feea-4eeb-8597-f5f942a343a4,SEM3,B,46.5,2022-2023 I,PnS,MT211,4.0
bb4a643c-db4a-47f8-ba8e-81054ce80803,3baac617-df76-49f0-a0e1-5103cc6fdd6b,SEM3,F,2.3,2022-2023 I,PnS,MT211,4.0
8068fff8-4deb-4251-b775-50c80fa47f03,46aeb855-65f7-4cda-ba47-8f55526a11a6,SEM3,A,65.0,2022-2023 I,PnS,MT211,4.0
1d271186-4a30-4dd5-8b21-ce82a05c17fc,d7c17f33-329a-4ebf-b003-b27c4e12497c,SEM3,B,44.1,2022-2023 I,PnS,MT211,4.0
83309d8e-5be0-46c4-b1b0-4a0528c8fff9,fd38148d-07f9-4c30-9a3c-5e1c66a242d8,SEM3,B,47.5,2022-2023 I,PnS,MT211,4.0
047fc83d-10bf-49fc-b569-f1f73e73b8b4,241f3f8f-d68a-435e-bc8d-33d6d068cfbe,SEM3,CD,28.7,2022-2023 I,PnS,MT211,4.0
2b4172e3-2ee4-4492-bc6f-c0fe3795afee,6fb5a21f-055d-4451-a0e1-885fc90a1f1f,SEM3,C,33.0,2022-2023 I,PnS,MT211,4.0
048f3f3f-6843-4435-a5d2-8c10e7a9c852,863d8abf-c73f-43cb-8d82-092d77b95a23,SEM3,AB,55.1,2022-2023 I,PnS,MT211,4.0
6950d084-50d3-4ddd-8d2f-7ae7dbb6378d,d997b519-fbe6-4b07-96e0-015a844384a5,SEM3,B,44.5,2022-2023 I,PnS,MT211,4.0
91c03d4a-8038-4916-b93b-60a3123716b1,ebc6a5c2-7db0-4c5f-b155-b47ec06db48e,SEM3,AB,52.8,2022-2023 I,PnS,MT211,4.0
06c2dacc-f303-4bd8-bee8-71af6d90fe83,0353330b-e8bd-426a-a47c-1a444510b18c,SEM3,AB,60.5,2022-2023 I,OOP,CS214,4.0
8ff9b7b0-12ff-40ca-8461-b14705d1e625,488a812d-8ef7-4cb5-8e5a-a677a1c8c363,SEM3,B,53.2,2022-2023 I,OOP,CS214,4.0
391ffe02-0b92-45e2-b534-ab5d4d117feb,0477aa30-b4d3-4b9a-a10a-348664fec2c9,SEM3,D,22.5,2022-2023 I,OOP,CS214,4.0
20b4cff8-ea45-4f59-9508-6494465c197e,9033e809-3ef8-434b-990e-70485350318f,SEM3,CD,33.4,2022-2023 I,OOP,CS214,4.0
dc886ae9-a518-4fe1-b984-6df062a6fb67,ad98311b-eb16-492e-9304-514ab89cf432,SEM3,CD,31.6,2022-2023 I,OOP,CS214,4.0
76c4dcaf-1e87-49db-8b85-ac59f6c605d2,46a22020-87f3-4eb5-8daf-614e11062031,SEM3,CD,34.3,2022-2023 I,OOP,CS214,4.0
09f61248-362c-42c7-9f60-2ffebcdbffe9,224f8f9a-e1e0-4d10-af6b-ffd3206a2b7d,SEM3,D,20.3,2022-2023 I,OOP,CS214,4.0
a3b06510-ef2b-4d7d-a408-986c11c4a218,3cb23461-6fcc-450f-8066-5e4c1b08ac82,SEM3,D,20.6,2022-2023 I,OOP,CS214,4.0
af338c39-4d3c-454b-bf2b-99226eee3d35,1839f45f-2433-4626-b8b3-dba41039fa7c,SEM3,CD,36.3,2022-2023 I,OOP,CS214,4.0
5a150bf4-5205-4ff6-b615-a6fa1ad574f1,491f65ff-5e2b-40e8-994a-f59d2bc266ba,SEM3,C,38.1,2022-2023 I,OOP,CS214,4.0
831fc4b8-844d-4562-b503-d9a57c565143,9e58d8ac-796d-451a-bcfd-b768080c60d7,SEM3,BC,51.4,2022-2023 I,OOP,CS214,4.0
d9bcae6c-716c-4eeb-aa32-fef252cab380,fb6db56a-d69d-4916-a90f-60165dbb88d1,SEM3,C,41.4,2022-2023 I,OOP,CS214,4.0
f597d411-8d49-4978-8658-c7c4ebbdddb3,fcd04ec6-e2d3-4537-9b70-deb4c0fdee42,SEM3,AB,62.3,2022-2023 I,OOP,CS214,4.0
578edf58-0589-430e-97b5-bfd1644cd06a,83c14e9d-dc77-44c4-9fc5-bdc0b696fd66,SEM3,D,23.3,2022-2023 I,OOP,CS214,4.0
f4756bec-2700-4dee-87a1-9c382b0da1bd,32837f8b-b18c-4570-aed6-d693aab9ece0,SEM3,D,28.5,2022-2023 I,OOP,CS214,4.0
ec1e5469-ceec-4b4f-a185-57338ee343a1,f0a24036-0269-460b-8511-993cc19e65e2,SEM3,BC,48.2,2022-2023 I,OOP,CS214,4.0
68ae2108-f85c-45ad-b829-e595758410b5,b0fea375-b0cd-40f4-a190-84d48d6b438c,SEM3,C,42.0,2022-2023 I,OOP,CS214,4.0
bb241257-1caf-4b71-847c-3954c88ff1a3,31eb40fa-9233-4f68-ac1e-33a48a4685e8,SEM3,CD,33.4,2022-2023 I,OOP,CS214,4.0
fb3a786f-c2da-45ef-b344-12d9ad646f23,ff1156d8-ae32-4556-b9d3-61c1174e08ee,SEM3,B,54.5,2022-2023 I,OOP,CS214,4.0
c2530b46-a49d-4def-bc8f-5854403415d4,12fed9ea-796d-4386-a4bc-850d1e233274,SEM3,B,58.3,2022-2023 I,OOP,CS214,4.0
d13d2f34-f86c-4951-956e-b9248a8ae3b5,bda71268-4849-423a-976c-00ab31890957,SEM3,AB,61.0,2022-2023 I,OOP,CS214,4.0
7615d3c4-e693-4e76-afb4-c58c77b4a85a,54a2520c-4a52-4424-8549-dd97b867670f,SEM3,C,40.4,2022-2023 I,OOP,CS214,4.0
b62ebf19-9d29-4e01-86b0-08f289f61abe,645a377a-d48f-4214-bd0b-46d6309ea89e,SEM3,C,45.1,2022-2023 I,OOP,CS214,4.0
56a57907-3a72-458f-a87b-c05e8ba14954,4867ef1d-a9e5-4b22-a5e3-96af69e15ee6,SEM3,BC,48.0,2022-2023 I,OOP,CS214,4.0
7e00bcbd-9500-489b-8080-f8af638eb4d7,bccba59c-f2f9-4bec-9b49-930a4dadc543,SEM3,C,45.9,2022-2023 I,OOP,CS214,4.0
527a0a73-4f4a-4719-abb4-6d866c7c6912,db23aecd-8703-4127-87f4-5f41bfcf6921,SEM3,B,57.5,2022-2023 I,OOP,CS214,4.0
2ac25346-983f-4271-a9a1-6a75aedba896,75252f68-6a76-4a25-91e2-891f22084e8e,SEM3,C,39.3,2022-2023 I,OOP,CS214,4.0
6e489fab-5770-4569-b62f-e68fe37cb344,d69d9124-4a52-4a63-8323-56a4032a300c,SEM3,BC,49.7,2022-2023 I,OOP,CS214,4.0
49617b81-f9d8-4a52-898d-04018c127832,7c018b96-1f11-4e84-8523-7062840c2f57,SEM3,D,18.7,2022-2023 I,OOP,CS214,4.0
1d3c8ca5-aa64-4b14-ac8c-96c7b87eb598,f8e7e7fc-72c7-4c4e-b949-7d32c791a569,SEM3,B,54.3,2022-2023 I,OOP,CS214,4.0
7180ee61-5f27-479e-a50d-43e831a6f120,3a42073a-debd-4fb7-8d8f-d9c3110927d9,SEM3,AB,64.9,2022-2023 I,OOP,CS214,4.0
883b3443-0238-4f2f-8359-bc68847cedc9,485580da-7170-49f5-92b6-6f5125831824,SEM3,C,44.9,2022-2023 I,OOP,CS214,4.0
b5a2bb40-e5b6-4221-aeea-e9e6f277f49e,63cfd3ae-7444-4316-ad1b-96639a7d15e8,SEM3,B,57.7,2022-2023 I,OOP,CS214,4.0
ffd0cd62-1df4-443c-aa22-eaf4cc84c847,9d8be7d4-e5c3-4aff-9b11-389f8d6cbdcf,SEM3,D,25.3,2022-2023 I,OOP,CS214,4.0
8b7c71fd-d7b5-48a4-b5db-f20ab1f35d98,7f78537d-3059-4fdf-b0ed-8ede9ca8eeda,SEM3,C,41.2,2022-2023 I,OOP,CS214,4.0
47aa6d1c-c7a4-47c6-bcc0-341c2a734450,aeb7e4be-d427-4aa9-bf78-40e3e3b20624,SEM3,D,26.7,2022-2023 I,OOP,CS214,4.0
972b096f-b226-4476-b193-86faf2a9638b,eeaaf68a-77ed-4413-9a59-7441a7a0f0b7,SEM3,BC,49.1,2022-2023 I,OOP,CS214,4.0
c96eac42-71fa-43e1-ab99-f84769ea6b09,2c33a5a0-214a-422c-be48-1538c356e3e9,SEM3,BC,51.5,2022-2023 I,OOP,CS214,4.0
bbed95ca-9baa-4724-9177-f148f6821ac6,338989df-4c54-4353-9613-e7dac2c6d5f2,SEM3,D,28.8,2022-2023 I,OOP,CS214,4.0
f00924df-2ccf-4bef-bf48-6ffe5eaffb71,8a879431-1531-412d-9da1-1565debed545,SEM3,CD,35.1,2022-2023 I,OOP,CS214,4.0
12a6b09f-5c77-4a25-92e6-a40d1a7a6deb,8e97aaa2-c5f8-4673-bd10-929150e19da9,SEM3,C,38.2,2022-2023 I,OOP,CS214,4.0
59410142-dc0a-494f-bf3e-1b9b91e6583d,b4c4853c-7d8a-4e4d-81e0-2b21d803aead,SEM3,AB,74.3,2022-2023 I,OOP,CS214,4.0
ddc319fd-c0a3-458f-9d54-c80db2be1bc9,e17fee8a-9205-40d5-9325-7757062460d5,SEM3,C,44.3,2022-2023 I,OOP,CS214,4.0
24fae2cf-150e-40e0-9906-140467b993e6,742ca5c5-50c8-48b2-a5b2-8d5c898b12a0,SEM3,BC,46.7,2022-2023 I,OOP,CS214,4.0
39241cbf-183c-4aa3-a192-a6043b97aa71,e4193dd5-3ba2-4963-a593-5dfe57f22b53,SEM3,BC,49.6,2022-2023 I,OOP,CS214,4.0
4febe489-352d-4eaa-8280-2e15822aebcc,296f9752-ba11-4f63-aeb2-97ae3da7f97f,SEM3,BC,48.8,2022-2023 I,OOP,CS214,4.0
f5e0065b-378f-4711-a3eb-f2b3e0c4a496,d6824d88-690a-4665-9b3f-9598949e6fe3,SEM3,C,42.4,2022-2023 I,OOP,CS214,4.0
3a7a1068-d2fa-4fbf-9804-b3d81c7aef35,17442963-1959-4f20-94fc-4d2398720bda,SEM3,D,29.3,2022-2023 I,OOP,CS214,4.0
46946ec9-c0a7-4e5c-9496-07847a2bafdc,e36ce7c6-5a22-4a1b-b5c2-07fb91aabdd0,SEM3,CD,37.1,2022-2023 I,OOP,CS214,4.0
0f93fc8d-dad9-447a-8773-8d2535f89ac6,0205fac5-da7c-48b1-ac40-005b3aaf907b,SEM3,AB,64.8,2022-2023 I,OOP,CS214,4.0
f2df7b81-d6ff-4119-adfe-2ce28070a72a,008acad7-7506-48b9-ad81-64fe6b4ca5c3,SEM3,BC,48.3,2022-2023 I,OOP,CS214,4.0
333cff7d-f758-433f-9019-860f0410192c,4851010a-b9d1-4c6a-8b57-0b8f01764a93,SEM3,C,40.8,2022-2023 I,OOP,CS214,4.0
b10cd077-1287-4d89-be86-948999c08e03,f7cfd84f-eb35-4643-8ede-5cb2c4963774,SEM3,D,29.0,2022-2023 I,OOP,CS214,4.0
86a64547-38e5-497f-a461-d95e516d6c1c,7d3bee38-4e2c-4c6a-8055-82b5bcf92c9f,SEM3,C,44.6,2022-2023 I,OOP,CS214,4.0
7adfc24e-132a-4c8a-90e3-c130c14cd7f8,a08a2fd8-2200-4dfe-9671-b8852ac44f53,SEM3,C,45.6,2022-2023 I,OOP,CS214,4.0
7d3c613f-814e-4b3a-aa32-451dc2548082,56416031-d438-4d4d-a140-ab450beedcce,SEM3,CD,37.4,2022-2023 I,OOP,CS214,4.0
9435fcf8-c4e9-48ba-8b12-fac78a6cfed2,90f83856-db8b-4365-9b07-fdcd9e564af8,SEM3,B,55.9,2022-2023 I,OOP,CS214,4.0
3ba3ec2c-3894-4a97-aa35-b659bef36125,dcd59188-57fd-4533-ac98-715576089a59,SEM3,C,38.2,2022-2023 I,OOP,CS214,4.0
0faa2c87-1e9d-4ee7-8f08-0c616127c5be,624176eb-576f-40a0-90f5-75bc8d147ec4,SEM3,C,43.2,2022-2023 I,OOP,CS214,4.0
1362a578-f174-49d5-9791-1403257ed33d,2ef5b08b-0793-40d4-b08e-dc42746049c9,SEM3,B,55.3,2022-2023 I,OOP,CS214,4.0
b4cf0c2d-21d5-4050-a7af-5dd201d3ec57,4bf8f257-f5f8-42c3-a16d-e072bf837799,SEM3,BC,47.9,2022-2023 I,OOP,CS214,4.0
18e3a222-cc2b-467e-bc07-976bf4c10721,5dc0a8ce-6d50-4d8f-ae66-3923a623ba81,SEM3,B,58.7,2022-2023 I,OOP,CS214,4.0
cc1e0668-a579-429f-8c68-440e5252e7c7,9f847eb3-08ad-4dbc-966d-e1a388ef3da3,SEM3,C,42.5,2022-2023 I,OOP,CS214,4.0
39243f33-9f0a-4047-9422-8ffd88f01aef,b213f2fe-8a63-4e89-a235-2e717cada4f8,SEM3,C,40.0,2022-2023 I,OOP,CS214,4.0
234bec00-b199-4095-ba5a-45644d97b08b,716d5833-565e-44dc-a786-9408cebf8804,SEM3,BC,50.9,2022-2023 I,OOP,CS214,4.0
0ac038bf-63c9-4206-b9b0-1d16a184c321,bc348c75-81f4-4408-b6f9-4da1ee25f8d9,SEM3,BC,47.8,2022-2023 I,OOP,CS214,4.0
ae13a010-0a40-4199-b622-54c6033c0b7e,71523209-4268-4d3a-a418-8720fdad7030,SEM3,B,59.5,2022-2023 I,OOP,CS214,4.0
20c8bcd3-4195-4daa-8c34-ebad43540a67,530edd34-dddc-4d69-980b-d02b4203fdb0,SEM3,BC,50.1,2022-2023 I,OOP,CS214,4.0
34aa8f5a-802b-411f-ab9f-009c5eadadd2,dee7d9b7-4702-4525-ae2b-5bed6d1b334d,SEM3,C,44.9,2022-2023 I,OOP,CS214,4.0
63952867-7a52-421c-8bb2-9666611704f9,ea5e66c8-3962-4ba5-91e1-766c6feb68b9,SEM3,BC,50.6,2022-2023 I,OOP,CS214,4.0
3254dd8a-876b-4999-879d-c0d6393a202a,6d5324b4-cb8d-4fe7-b039-f1e3da5b0907,SEM3,B,53.1,2022-2023 I,OOP,CS214,4.0
c2eee2c0-917c-471e-bab7-23cbcb79646d,d414bd61-23b7-456d-a4fd-51fe95449673,SEM3,CD,31.8,2022-2023 I,OOP,CS214,4.0
124f9e66-b1c2-44f4-a5d4-d5eb34b1669e,84f2a2cd-824d-4f9e-98df-494ba6fd2f79,SEM3,C,43.5,2022-2023 I,OOP,CS214,4.0
4891ed54-2f8b-48ae-97af-d353f8cf5d33,d724f866-e243-4c39-8c7b-5db560055cc8,SEM3,C,41.2,2022-2023 I,OOP,CS214,4.0
9cb4446f-79fc-429f-9faa-27d8692dcb27,98cedef0-7b6c-4006-870a-944a428a1704,SEM3,B,59.7,2022-2023 I,OOP,CS214,4.0
809ba9f4-28c9-4fa8-a4b8-3f35f3f4ad1f,093a18d6-1c2b-44ab-8009-0eb272665d0a,SEM3,C,39.4,2022-2023 I,OOP,CS214,4.0
285c8a83-bc8c-494d-90d9-7e7ae932f114,09a6b37d-04ae-44bb-a77b-d7479d566b85,SEM3,B,58.0,2022-2023 I,OOP,CS214,4.0
6f83bdf5-a5dc-4082-a301-4d7c90602575,d4efcf86-027c-45bf-920e-1a73384a4572,SEM3,CD,30.1,2022-2023 I,OOP,CS214,4.0
7d1d2a7a-f144-4b4e-a460-c379110de92a,0e738972-9510-49d8-b144-8d0b3dcd107b,SEM3,C,44.6,2022-2023 I,OOP,CS214,4.0
dce8d4c7-6e7c-4bd0-88b9-5150a641074a,340d55d8-666b-41b3-b988-0ce5b73216b3,SEM3,B,58.1,2022-2023 I,OOP,CS214,4.0
c0d8e018-9047-4e2a-9452-8dd522f2b282,b29fd99b-5ea2-4ff5-926f-810a1c2e77ad,SEM3,C,42.1,2022-2023 I,OOP,CS214,4.0
843af06a-2c07-4312-9e15-ba0c5058be97,7b839357-5870-4cc8-a149-241bccfbe2dd,SEM3,B,59.1,2022-2023 I,OOP,CS214,4.0
db83c47e-9997-459f-8752-319d5c2f9a82,238697ed-563f-4ef8-88f2-b202c9c5eab4,SEM3,D,20.9,2022-2023 I,OOP,CS214,4.0
b97f99ee-0953-4170-88c3-2976e7f0d373,db66531b-db4d-48ab-bdab-91c2fe4ecb64,SEM3,C,45.6,2022-2023 I,OOP,CS214,4.0
46daceea-a9af-47d1-b36f-7209bb914376,a7f299fb-9d82-44ab-a497-cc23782d8a14,SEM3,BC,47.2,2022-2023 I,OOP,CS214,4.0
8faad48e-647d-4868-8153-287973d9af1a,28ad7ed9-9a68-4150-9860-30b758f69645,SEM3,D,28.0,2023-2024 I,DAA,CS215,4.0
ed79f7f9-8fa9-40ef-8d38-d558d3327a35,9a94ac36-9ebb-4c2f-8b9d-7bf734d71b64,SEM3,BC,56.3,2023-2024 I,DAA,CS215,4.0
32dfdbeb-e80a-4379-9ad7-c431b0d4e6e6,254caf7b-f809-4e72-8c22-6e36633126fc,SEM3,F,17.3,2023-2024 I,DAA,CS215,4.0
1676924f-1ec6-46ae-b488-0f5f87d7ff83,864e8e1e-75ed-43c3-9a72-8319ec8c10fe,SEM3,B,60.0,2023-2024 I,DAA,CS215,4.0
d7d50396-e710-4bd5-9272-765e90f8ea44,f0c6515d-d396-4dfd-8114-d0506da51981,SEM3,BC,51.4,2023-2024 I,DAA,CS215,4.0
becded87-d0be-4f30-8135-28d8d07b2ab9,771ce49d-67d4-4b74-8eb2-e5bdf405c262,SEM3,B,60.5,2023-2024 I,DAA,CS215,4.0
2caa2e54-37ba-460e-958d-63b3398bcf53,f86eb441-01b1-432f-b320-0ab0f8a278c9,SEM3,C,44.3,2023-2024 I,DAA,CS215,4.0
fe44d8c4-8dad-4240-a52e-8b71905da438,1316e580-d883-44cf-a6fb-41cfb67b4c06,SEM3,D,33.2,2023-2024 I,DAA,CS215,4.0
b8e33d8b-fc39-49b5-9938-ac2663248864,a5dcdf18-d02c-4aaf-88c1-b06cadc6b954,SEM3,CD,40.9,2023-2024 I,DAA,CS215,4.0
758f78ad-7a96-4df2-9edb-0b8a73dabe3c,7994a9d0-d93b-4ed1-94aa-12011acb3480,SEM3,C,41.6,2023-2024 I,DAA,CS215,4.0
4c853a38-012d-40eb-b549-aec1da4fd517,8253a2ca-d129-435b-a111-09b1489226ec,SEM3,BC,55.4,2023-2024 I,DAA,CS215,4.0
a891025b-011e-48f7-86bc-067ea6d0820f,46863922-530e-4d8c-be3d-19364f287b8c,SEM3,C,43.6,2023-2024 I,DAA,CS215,4.0
6d49c6bc-66e0-476e-9c50-49f4fa2f4838,3cdc5dd6-6768-4030-ba89-aa9307d9eee6,SEM3,BC,53.0,2023-2024 I,DAA,CS215,4.0
0bd609e7-d78a-436f-8ca2-54b4d3d01ad8,b2e8a181-934e-42a2-80b5-483623654b46,SEM3,BC,53.9,2023-2024 I,DAA,CS215,4.0
19d795b4-fedf-4d34-9966-a4d4c8e1b35b,41b1b954-db38-4506-9ff0-8470cc42909c,SEM3,A,66.1,2023-2024 I,DAA,CS215,4.0
911f099e-6893-4877-a9f1-ea4712e88d4c,4e92e2da-f420-45f9-92a3-92bfd7fae1e2,SEM3,F,21.8,2023-2024 I,DAA,CS215,4.0
83138e91-4c70-4256-af6f-30a6f8d99aa2,8ec7a97c-909b-45e9-8a26-0f671fcb5ded,SEM3,C,42.4,2023-2024 I,DAA,CS215,4.0
fe86b3ee-4678-47b2-85f5-780d13e9d088,0795bf3a-08bd-4db9-918b-f76778448466,SEM3,BC,56.6,2023-2024 I,DAA,CS215,4.0
8be35b9b-6aca-4662-aef0-081dccede777,79509a61-5615-4e46-92a1-daeabc8a06d6,SEM3,BC,56.7,2023-2024 I,DAA,CS215,4.0
1983a589-a71f-4106-94ef-196baf3f465f,0337c650-35dd-472b-a79c-beb79dabbf7a,SEM3,CD,40.4,2023-2024 I,DAA,CS215,4.0
0143c2a3-f61e-4792-a8d3-114aabf0e8a8,26d35964-557e-4117-8040-56f3587cebd9,SEM3,C,44.3,2023-2024 I,DAA,CS215,4.0
36eeb27c-551e-47b5-a0eb-f5e30164ac51,fc8f08dd-48b3-4d80-837b-5f9416a34d4d,SEM3,C,46.5,2023-2024 I,DAA,CS215,4.0
3bec5828-df33-4f29-b4df-52f87b8c8912,e4e5b3e9-7c6a-409a-8afe-68960b2602f0,SEM3,BC,49.5,2023-2024 I,DAA,CS215,4.0
7065f35b-dfab-421d-a1e0-5d13b6d8a5c6,a6f848cb-3da8-436a-800d-866787094bc1,SEM3,CD,40.5,2023-2024 I,DAA,CS215,4.0
802cba9a-58a6-4dce-b2dc-b1a4806df23b,120f44f6-61c5-4684-9be5-cc34d3b6e7f8,SEM3,CD,39.4,2023-2024 I,DAA,CS215,4.0
d386a5d8-7ef2-4023-935a-e33791e5a6f0,11af575a-31d1-4418-a601-192debb71ed1,SEM3,D,33.3,2023-2024 I,DAA,CS215,4.0
7ba80653-5461-4075-b6ed-84c60956faba,9d6a684e-2e37-41ca-bf69-7a712747e957,SEM3,C,42.9,2023-2024 I,DAA,CS215,4.0
f1ec5d85-5aaf-4ac0-a644-83217db4a717,8182e3cd-d8e4-442b-9171-39759727c6d5,SEM3,A,65.8,2023-2024 I,DAA,CS215,4.0
3cf25808-927c-428a-88a9-7f9a27b5b23d,ca5635b7-e029-4c1e-8f4d-8857ed8b23f6,SEM3,D,35.5,2023-2024 I,DAA,CS215,4.0
a9168222-1d7b-4e94-9741-d4622ee7a8f6,8058eec3-13f6-424f-bbb0-f4fdd072743f,SEM3,B,60.4,2023-2024 I,DAA,CS215,4.0
3653a067-24f4-4340-87a9-63cf5bff58c1,82930adc-22d6-4894-a23c-487f9a8709cf,SEM3,A,73.1,2023-2024 I,DAA,CS215,4.0
6fc45148-1798-46b9-ab7b-4079f6ff500e,b0591fc1-7b6e-4331-a762-a6b19185fcae,SEM3,BC,50.5,2023-2024 I,DAA,CS215,4.0
3967b465-47bf-4113-9a7a-014f8a826cf7,af5e4b77-1de0-4f83-8945-bec8ec39cfea,SEM3,A,78.6,2023-2024 I,DAA,CS215,4.0
9b886611-aa86-4e6e-9474-a678f31e6a0b,93e0b7f6-1a8f-4380-ae36-0ec24ed9c26f,SEM3,C,46.1,2023-2024 I,DAA,CS215,4.0
c5a52e10-5d51-4160-bc90-355cb0ae5a50,d38cc962-c400-4f74-b272-7933d224c6fd,SEM3,A,69.6,2023-2024 I,DAA,CS215,4.0
5ba5a617-0c58-47ac-bb80-f45c620fe270,df4615aa-8718-4709-887a-c4fe8016ac1d,SEM3,BC,47.4,2023-2024 I,DAA,CS215,4.0
2d3bd18c-14b5-432f-932d-5fdfa59a22aa,68944943-2543-4c4c-8f09-bcea4c0a292c,SEM3,D,32.3,2023-2024 I,DAA,CS215,4.0
975fe93f-ea9e-4e5c-b023-23a4e0cb4765,1b0a4e19-151e-4d26-aa0f-6ff7129a1af7,SEM3,BC,52.5,2023-2024 I,DAA,CS215,4.0
18c461aa-4e0f-4285-bc57-50c5af4e1610,edfa74fd-c000-4264-95cf-ef8dca584ba2,SEM3,A,72.5,2023-2024 I,DAA,CS215,4.0
07e8a943-8bc1-4ed1-be7a-4c67b857c832,5c2ea156-2938-40e0-b684-43729ee8556e,SEM3,CD,40.4,2023-2024 I,DAA,CS215,4.0
1190f858-258e-4350-a778-ddea2d410be4,a1130b40-2389-4eec-ad8d-85d09ac9b111,SEM3,BC,54.3,2023-2024 I,DAA,CS215,4.0
7c9e5389-ac29-4af3-9246-86b3693a2357,13c9a085-7f11-4741-a370-1c2a83ffb6e3,SEM3,D,35.2,2023-2024 I,DAA,CS215,4.0
